,REF_DATE,GEO,Type of vehicle,UOM,SCALAR_FACTOR,VALUE
1062,2007,Ontario,"Total, vehicle registrations",Number,units,9990267
1063,2007,Ontario,"Total, road motor vehicle registrations",Number,units,7435973
1064,2007,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7038695
1065,2007,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,97823
1066,2007,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,118556
1067,2007,Ontario,Buses,Number,units,27457
1068,2007,Ontario,Motorcycles and mopeds,Number,units,153441
1069,2007,Ontario,Trailers,Number,units,1992156
1070,2007,Ontario,"Off-road, construction, farm vehicles",Number,units,562138
1071,2007,Manitoba,"Total, vehicle registrations",Number,units,923732
1072,2007,Manitoba,"Total, road motor vehicle registrations",Number,units,686576
1073,2007,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,643580
1074,2007,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,11197
1075,2007,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,17099
1076,2007,Manitoba,Buses,Number,units,3808
1077,2007,Manitoba,Motorcycles and mopeds,Number,units,10891
1078,2007,Manitoba,Trailers,Number,units,123553
1079,2007,Manitoba,"Off-road, construction, farm vehicles",Number,units,113602
1080,2007,Saskatchewan,"Total, vehicle registrations",Number,units,909041
1081,2007,Saskatchewan,"Total, road motor vehicle registrations",Number,units,759549
1082,2007,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,683507
1083,2007,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,37764
1084,2007,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,27757
1085,2007,Saskatchewan,Buses,Number,units,3760
1086,2007,Saskatchewan,Motorcycles and mopeds,Number,units,6759
1087,2007,Saskatchewan,Trailers,Number,units,143595
1088,2007,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,5897
1089,2007,Alberta,"Total, vehicle registrations",Number,units,3855874
1090,2007,Alberta,"Total, road motor vehicle registrations",Number,units,2751165
1091,2007,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2453491
1092,2007,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,114788
1093,2007,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,87052
1094,2007,Alberta,Buses,Number,units,14138
1095,2007,Alberta,Motorcycles and mopeds,Number,units,81695
1096,2007,Alberta,Trailers,Number,units,947713
1097,2007,Alberta,"Off-road, construction, farm vehicles",Number,units,156995
1098,2007,British Columbia,"Total, vehicle registrations",Number,units,3068485
1099,2007,British Columbia,"Total, road motor vehicle registrations",Number,units,2689522
1100,2007,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2499237
1101,2007,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,115416
1102,2007,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,17706
1103,2007,British Columbia,Buses,Number,units,9351
1104,2007,British Columbia,Motorcycles and mopeds,Number,units,47810
1105,2007,British Columbia,Trailers,Number,units,344053
1106,2007,British Columbia,"Off-road, construction, farm vehicles",Number,units,34910
1107,2007,Yukon,"Total, vehicle registrations",Number,units,41324
1108,2007,Yukon,"Total, road motor vehicle registrations",Number,units,30035
1109,2007,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,25815
1110,2007,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1795
1111,2007,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1382
1112,2007,Yukon,Buses,Number,units,324
1113,2007,Yukon,Motorcycles and mopeds,Number,units,718
1114,2007,Yukon,Trailers,Number,units,10160
1115,2007,Yukon,"Off-road, construction, farm vehicles",Number,units,1129
1116,2007,Northwest Territories,"Total, vehicle registrations",Number,units,30016
1117,2007,Northwest Territories,"Total, road motor vehicle registrations",Number,units,24312
1118,2007,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,21451
1119,2007,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,830
1120,2007,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,1331
1121,2007,Northwest Territories,Buses,Number,units,134
1122,2007,Northwest Territories,Motorcycles and mopeds,Number,units,564
1123,2007,Northwest Territories,Trailers,Number,units,4298
1124,2007,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1404
1125,2007,Nunavut,"Total, vehicle registrations",Number,units,4560
1126,2007,Nunavut,"Total, road motor vehicle registrations",Number,units,3529
1127,2007,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,3095
1128,2007,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,222
1129,2007,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,146
1130,2007,Nunavut,Buses,Number,units,19
1131,2007,Nunavut,Motorcycles and mopeds,Number,units,45
1132,2007,Nunavut,Trailers,Number,units,61
1133,2007,Nunavut,"Off-road, construction, farm vehicles",Number,units,969
1134,2008,Canada,"Total, vehicle registrations",Number,units,28466275
1135,2008,Canada,"Total, road motor vehicle registrations",Number,units,21087014
1136,2008,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,19612935
1137,2008,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,490147
1138,2008,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,332873
1139,2008,Canada,Buses,Number,units,84163
1140,2008,Canada,Motorcycles and mopeds,Number,units,566894
1141,2008,Canada,Trailers,Number,units,5527800
1142,2008,Canada,"Off-road, construction, farm vehicles",Number,units,1851460
1143,2008,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,493434
1144,2008,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,299801
1145,2008,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,281656
1146,2008,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,4324
1147,2008,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,3512
1148,2008,Newfoundland and Labrador,Buses,Number,units,1254
1149,2008,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,9054
1150,2008,Newfoundland and Labrador,Trailers,Number,units,38452
1151,2008,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,155180
1152,2008,Prince Edward Island,"Total, vehicle registrations",Number,units,99471
1153,2008,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,86010
1154,2008,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,79134
1155,2008,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1459
1156,2008,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,2774
1157,2008,Prince Edward Island,Buses,Number,units,108
1158,2008,Prince Edward Island,Motorcycles and mopeds,Number,units,2534
1159,2008,Prince Edward Island,Trailers,Number,units,11747
1160,2008,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,1714
1161,2008,Nova Scotia,"Total, vehicle registrations",Number,units,687737
1162,2008,Nova Scotia,"Total, road motor vehicle registrations",Number,units,574288
1163,2008,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,539006
1164,2008,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,9018
1165,2008,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,8069
1166,2008,Nova Scotia,Buses,Number,units,1879
1167,2008,Nova Scotia,Motorcycles and mopeds,Number,units,16314
1168,2008,Nova Scotia,Trailers,Number,units,60526
1169,2008,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,52923
1170,2008,New Brunswick,"Total, vehicle registrations",Number,units,652308
1171,2008,New Brunswick,"Total, road motor vehicle registrations",Number,units,517570
1172,2008,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,484797
1173,2008,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7579
1174,2008,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,4452
1175,2008,New Brunswick,Buses,Number,units,3032
1176,2008,New Brunswick,Motorcycles and mopeds,Number,units,17708
1177,2008,New Brunswick,Trailers,Number,units,89385
1178,2008,New Brunswick,"Off-road, construction, farm vehicles",Number,units,45352
1179,2008,Quebec,"Total, vehicle registrations",Number,units,7045584
1180,2008,Quebec,"Total, road motor vehicle registrations",Number,units,4822706
1181,2008,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4525950
1182,2008,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,58887
1183,2008,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,37940
1184,2008,Quebec,Buses,Number,units,17245
1185,2008,Quebec,Motorcycles and mopeds,Number,units,182682
1186,2008,Quebec,Trailers,Number,units,1552112
1187,2008,Quebec,"Off-road, construction, farm vehicles",Number,units,670766
1188,2008,Ontario,"Total, vehicle registrations",Number,units,10268935
1189,2008,Ontario,"Total, road motor vehicle registrations",Number,units,7591285
1190,2008,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7176013
1191,2008,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,101517
1192,2008,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,117463
1193,2008,Ontario,Buses,Number,units,28164
1194,2008,Ontario,Motorcycles and mopeds,Number,units,168125
1195,2008,Ontario,Trailers,Number,units,2088656
1196,2008,Ontario,"Off-road, construction, farm vehicles",Number,units,588993
1197,2008,Manitoba,"Total, vehicle registrations",Number,units,960226
1198,2008,Manitoba,"Total, road motor vehicle registrations",Number,units,704519
1199,2008,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,659493
1200,2008,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,11795
1201,2008,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,17237
1202,2008,Manitoba,Buses,Number,units,3851
1203,2008,Manitoba,Motorcycles and mopeds,Number,units,12140
1204,2008,Manitoba,Trailers,Number,units,134901
1205,2008,Manitoba,"Off-road, construction, farm vehicles",Number,units,120805
1206,2008,Saskatchewan,"Total, vehicle registrations",Number,units,954515
1207,2008,Saskatchewan,"Total, road motor vehicle registrations",Number,units,788824
1208,2008,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,708247
1209,2008,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,39317
1210,2008,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,29521
1211,2008,Saskatchewan,Buses,Number,units,3793
1212,2008,Saskatchewan,Motorcycles and mopeds,Number,units,7945
1213,2008,Saskatchewan,Trailers,Number,units,159864
1214,2008,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,5826
1215,2008,Alberta,"Total, vehicle registrations",Number,units,4071831
1216,2008,Alberta,"Total, road motor vehicle registrations",Number,units,2887489
1217,2008,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2558244
1218,2008,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,127980
1219,2008,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,90969
1220,2008,Alberta,Buses,Number,units,14764
1221,2008,Alberta,Motorcycles and mopeds,Number,units,95530
1222,2008,Alberta,Trailers,Number,units,1014023
1223,2008,Alberta,"Off-road, construction, farm vehicles",Number,units,170319
1224,2008,British Columbia,"Total, vehicle registrations",Number,units,3152626
1225,2008,British Columbia,"Total, road motor vehicle registrations",Number,units,2754254
1226,2008,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2548212
1227,2008,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,125084
1228,2008,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,17998
1229,2008,British Columbia,Buses,Number,units,9563
1230,2008,British Columbia,Motorcycles and mopeds,Number,units,53396
1231,2008,British Columbia,Trailers,Number,units,362517
1232,2008,British Columbia,"Off-road, construction, farm vehicles",Number,units,35854
1233,2008,Yukon,"Total, vehicle registrations",Number,units,43531
1234,2008,Yukon,"Total, road motor vehicle registrations",Number,units,31391
1235,2008,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,26800
1236,2008,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2035
1237,2008,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1425
1238,2008,Yukon,Buses,Number,units,345
1239,2008,Yukon,Motorcycles and mopeds,Number,units,785
1240,2008,Yukon,Trailers,Number,units,11030
1241,2008,Yukon,"Off-road, construction, farm vehicles",Number,units,1109
1242,2008,Northwest Territories,"Total, vehicle registrations",Number,units,31100
1243,2008,Northwest Territories,"Total, road motor vehicle registrations",Number,units,25084
1244,2008,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,22068
1245,2008,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,902
1246,2008,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,1339
1247,2008,Northwest Territories,Buses,Number,units,138
1248,2008,Northwest Territories,Motorcycles and mopeds,Number,units,636
1249,2008,Northwest Territories,Trailers,Number,units,4495
1250,2008,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1520
1251,2008,Nunavut,"Total, vehicle registrations",Number,units,4970
1252,2008,Nunavut,"Total, road motor vehicle registrations",Number,units,3787
1253,2008,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,3310
1254,2008,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,244
1255,2008,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,169
1256,2008,Nunavut,Buses,Number,units,21
1257,2008,Nunavut,Motorcycles and mopeds,Number,units,40
1258,2008,Nunavut,Trailers,Number,units,88
1259,2008,Nunavut,"Off-road, construction, farm vehicles",Number,units,1094
1260,2009,Canada,"Total, vehicle registrations",Number,units,29055303
1261,2009,Canada,"Total, road motor vehicle registrations",Number,units,21387132
1262,2009,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,19876990
1263,2009,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,503505
1264,2009,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,326190
1265,2009,Canada,Buses,Number,units,85579
1266,2009,Canada,Motorcycles and mopeds,Number,units,594866
1267,2009,Canada,Trailers,Number,units,5747291
1268,2009,Canada,"Off-road, construction, farm vehicles",Number,units,1920880
1269,2009,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,526894
